date,Category,visits,testdrive,leads,total_spend_nobrand_nodig,total_spend_nobrand
12/12/19,Cat8,23626,9140,1896,374111.3329,488500.3914
12/12/19,Cat9,1638,346,46,1987.178571,57711.56143
12/12/19,Cat10,970,152,15,0,0
12/12/19,Cat11,19882,8516,853,10903.00143,79946.98857
13/12/19,Cat1,11820,4765,596,30226.00714,108895.22
13/12/19,Cat2,11374,5012,488,48842.35286,132065.9757
13/12/19,Cat3,5427,1894,417,58202.82286,178090.4257
13/12/19,Cat4,4712,1595,271,96592.65429,186675.7371
13/12/19,Cat5,15435,6740,744,305622.2114,507190.8457
13/12/19,Cat6,1508,418,29,0,30525.52143
13/12/19,Cat7,12497,5594,726,32711.46714,127787.2829
13/12/19,Cat8,22228,8958,1858,374111.3329,488500.3914
13/12/19,Cat9,1484,356,62,1987.178571,57711.56143
13/12/19,Cat10,846,121,19,0,0
13/12/19,Cat11,20145,8732,854,10903.00143,79946.98857
14/12/19,Cat1,10532,4437,592,30226.00714,108895.22
14/12/19,Cat2,10129,4401,381,48842.35286,132065.9757
14/12/19,Cat3,5663,1994,479,58202.82286,178090.4257
14/12/19,Cat4,5215,1835,246,96592.65429,186675.7371
14/12/19,Cat5,16636,7395,732,305622.2114,507190.8457
14/12/19,Cat6,1223,416,23,0,30525.52143
14/12/19,Cat7,12130,5814,670,32711.46714,127787.2829
14/12/19,Cat8,21658,9194,2037,374111.3329,488500.3914
14/12/19,Cat9,1339,379,45,1987.178571,57711.56143
14/12/19,Cat10,733,154,11,0,0
14/12/19,Cat11,20927,8973,927,10903.00143,79946.98857
15/12/19,Cat1,10931,4478,532,30226.00714,108895.22
15/12/19,Cat2,10034,4355,391,48842.35286,132065.9757
15/12/19,Cat3,5870,2022,455,58202.82286,178090.4257
15/12/19,Cat4,5468,1823,244,96592.65429,186675.7371
15/12/19,Cat5,17186,7867,640,305622.2114,507190.8457
15/12/19,Cat6,1244,421,21,0,30525.52143
15/12/19,Cat7,12639,6214,682,32711.46714,127787.2829
15/12/19,Cat8,22221,9834,2084,374111.3329,488500.3914
15/12/19,Cat9,1319,436,46,1987.178571,57711.56143
15/12/19,Cat10,673,179,16,0,0
15/12/19,Cat11,22390,9991,905,10903.00143,79946.98857
16/12/19,Cat1,11273,4582,660,14155.09857,92824.31143
16/12/19,Cat2,10560,4563,472,30669.73857,113893.3614
16/12/19,Cat3,5898,2051,535,130436.26,250323.8629
16/12/19,Cat4,5441,1911,299,108996.4,176320.4329
16/12/19,Cat5,18702,8132,849,335204.75,562419.0986
16/12/19,Cat6,1461,516,37,0,30525.52143
16/12/19,Cat7,12749,6071,846,18365.16714,113440.9829
16/12/19,Cat8,22928,9878,2114,359615.4971,477547.26
16/12/19,Cat9,1504,448,58,4908.204286,60632.58714
16/12/19,Cat10,798,182,17,0,0
16/12/19,Cat11,21857,9341,927,20098.96857,89142.95571
17/12/19,Cat1,10964,4634,573,14155.09857,92824.31143
17/12/19,Cat2,10696,4821,432,30669.73857,113893.3614
17/12/19,Cat3,5661,2003,498,130436.26,250323.8629
17/12/19,Cat4,5120,1828,304,108996.4,176320.4329
17/12/19,Cat5,16438,7334,820,335204.75,562419.0986
17/12/19,Cat6,1414,488,28,0,30525.52143
17/12/19,Cat7,12655,6249,760,18365.16714,113440.9829
17/12/19,Cat8,22152,9788,2135,359615.4971,477547.26
17/12/19,Cat9,1456,402,69,4908.204286,60632.58714
17/12/19,Cat10,771,176,20,0,0
17/12/19,Cat11,20412,8848,976,20098.96857,89142.95571
18/12/19,Cat1,10769,4487,543,14155.09857,92824.31143
18/12/19,Cat2,10283,4573,430,30669.73857,113893.3614
18/12/19,Cat3,5432,1879,539,130436.26,250323.8629
18/12/19,Cat4,5088,1792,349,108996.4,176320.4329
18/12/19,Cat5,15678,6726,780,335204.75,562419.0986
18/12/19,Cat6,1390,487,34,0,30525.52143
18/12/19,Cat7,12255,6168,761,18365.16714,113440.9829
18/12/19,Cat8,21343,9310,2108,359615.4971,477547.26
18/12/19,Cat9,1520,421,51,4908.204286,60632.58714
18/12/19,Cat10,757,160,17,0,0
18/12/19,Cat11,18880,8261,919,20098.96857,89142.95571
19/12/19,Cat1,10307,4398,479,14155.09857,92824.31143
19/12/19,Cat2,9835,4353,428,30669.73857,113893.3614
19/12/19,Cat3,5577,1777,478,130436.26,250323.8629
19/12/19,Cat4,5084,1689,276,108996.4,176320.4329
19/12/19,Cat5,15392,6664,704,335204.75,562419.0986
19/12/19,Cat6,2083,492,23,0,30525.52143
19/12/19,Cat7,12782,6227,738,18365.16714,113440.9829
19/12/19,Cat8,21644,9344,1858,359615.4971,477547.26
19/12/19,Cat9,1774,399,72,4908.204286,60632.58714
19/12/19,Cat10,999,171,16,0,0
19/12/19,Cat11,19301,8544,886,20098.96857,89142.95571
20/12/19,Cat1,10441,4366,550,14155.09857,92824.31143
20/12/19,Cat2,9749,4305,473,30669.73857,113893.3614
20/12/19,Cat3,5662,1879,489,130436.26,250323.8629
20/12/19,Cat4,5222,1680,236,108996.4,176320.4329
20/12/19,Cat5,15491,6583,703,335204.75,562419.0986
20/12/19,Cat6,1811,454,50.62726367,0,30525.52143
20/12/19,Cat7,12752,6205,730,18365.16714,113440.9829
20/12/19,Cat8,21713,9155,1888,359615.4971,477547.26
20/12/19,Cat9,1609,367,87,4908.204286,60632.58714
20/12/19,Cat10,950,144,31,0,0
20/12/19,Cat11,19736,8499,857,20098.96857,89142.95571
21/12/19,Cat1,10068,4195,572,14155.09857,92824.31143
21/12/19,Cat2,9602,4124,480,30669.73857,113893.3614
21/12/19,Cat3,5965,2075,475,130436.26,250323.8629
21/12/19,Cat4,5349,1760,292,108996.4,176320.4329
21/12/19,Cat5,16939,7444,778,335204.75,562419.0986
21/12/19,Cat6,1238,427,50.62726367,0,30525.52143
21/12/19,Cat7,12553,6189,694,18365.16714,113440.9829
21/12/19,Cat8,22032,9408,1797,359615.4971,477547.26
21/12/19,Cat9,1289,341,93.99428235,4908.204286,60632.58714
21/12/19,Cat10,702,142,37.18286725,0,0
21/12/19,Cat11,21283,9317,935,20098.96857,89142.95571
22/12/19,Cat1,10375,4428,486,14155.09857,92824.31143
22/12/19,Cat2,9813,4271,389,30669.73857,113893.3614
22/12/19,Cat3,5710,1922,406,130436.26,250323.8629
22/12/19,Cat4,5350,1782,235,108996.4,176320.4329
22/12/19,Cat5,16637,7540,699,335204.75,562419.0986
22/12/19,Cat6,1249,466,50.62726367,0,30525.52143
22/12/19,Cat7,13602,6666,734,18365.16714,113440.9829
22/12/19,Cat8,23313,10386,1718,359615.4971,477547.26
22/12/19,Cat9,1348,361,93.99428235,4908.204286,60632.58714
22/12/19,Cat10,798,157,37.18286725,0,0
22/12/19,Cat11,21552,9565,828,20098.96857,89142.95571
23/12/19,Cat1,10560,4448,577,10904.80286,79709.33143
23/12/19,Cat2,11490,5022,519,29521.14857,99746.97
23/12/19,Cat3,5454,2009,510,147573.2486,259957.4714
23/12/19,Cat4,5220,1838,290,186354.6186,248969.0429
23/12/19,Cat5,16111,7318,754,378316.2443,559958.64
23/12/19,Cat6,1365,394,50.62726367,0,30525.52143
23/12/19,Cat7,13490,6734,796,129422.0086,225000.6471
23/12/19,Cat8,23197,10204,1912,443264.9271,551864.5271
23/12/19,Cat9,1530,407,93.99428235,5919.4,61643.78286
23/12/19,Cat10,809,173,30,0,0
23/12/19,Cat11,21142,9134,937,22481.85571,91525.84286
24/12/19,Cat1,10347,4357,553,10904.80286,79709.33143
24/12/19,Cat2,10948,4742,411,29521.14857,99746.97
24/12/19,Cat3,4550,1577,373,147573.2486,259957.4714
24/12/19,Cat4,4375,1426,220,186354.6186,248969.0429
24/12/19,Cat5,13810,6118,525,378316.2443,559958.64
24/12/19,Cat6,1166,382,50.62726367,0,30525.52143
24/12/19,Cat7,11716,5835,668,129422.0086,225000.6471
24/12/19,Cat8,19959,8655,1633,443264.9271,551864.5271
24/12/19,Cat9,1130,319,82,5919.4,61643.78286
24/12/19,Cat10,643,118,37.18286725,0,0
24/12/19,Cat11,18833,8211,731,22481.85571,91525.84286
25/12/19,Cat1,10320,4254,474,10904.80286,79709.33143
25/12/19,Cat2,10139,4417,319,29521.14857,99746.97
25/12/19,Cat3,4390,1578,343,147573.2486,259957.4714
25/12/19,Cat4,4169,1384,182,186354.6186,248969.0429
25/12/19,Cat5,13119,5815,456,378316.2443,559958.64
25/12/19,Cat6,1209,441,50.62726367,0,30525.52143
25/12/19,Cat7,10968,5402,569,129422.0086,225000.6471
25/12/19,Cat8,18413,7837,1487,443264.9271,551864.5271
25/12/19,Cat9,1109,288,93.99428235,5919.4,61643.78286
25/12/19,Cat10,663,148,31,0,0
25/12/19,Cat11,18154,7707,727,22481.85571,91525.84286
26/12/19,Cat1,10643,4575,607,10904.80286,79709.33143
26/12/19,Cat2,10609,4688,545,29521.14857,99746.97
26/12/19,Cat3,6505,2288,610,147573.2486,259957.4714
26/12/19,Cat4,5814,1943,358,186354.6186,248969.0429
26/12/19,Cat5,18038,8275,1048,378316.2443,559958.64
26/12/19,Cat6,1963,486,50.62726367,0,30525.52143
26/12/19,Cat7,13398,6772,937,129422.0086,225000.6471
26/12/19,Cat8,23572,10466,2224,443264.9271,551864.5271
26/12/19,Cat9,1751,433,93.99428235,5919.4,61643.78286
26/12/19,Cat10,853,170,31,0,0
26/12/19,Cat11,22296,10052,1230,22481.85571,91525.84286
27/12/19,Cat1,11148,4746,624,10904.80286,79709.33143
27/12/19,Cat2,10587,4543,536,29521.14857,99746.97
27/12/19,Cat3,6740,2365,674,147573.2486,259957.4714
27/12/19,Cat4,6037,2081,392,186354.6186,248969.0429
27/12/19,Cat5,18890,8511,1060,378316.2443,559958.64
27/12/19,Cat6,1985,542,50.62726367,0,30525.52143
27/12/19,Cat7,15550,8072.741656,974,129422.0086,225000.6471
27/12/19,Cat8,27197,12365,2183,443264.9271,551864.5271
27/12/19,Cat9,1985,562,93,5919.4,61643.78286
27/12/19,Cat10,1025,235,26,0,0
27/12/19,Cat11,23432,10545,1187,22481.85571,91525.84286
28/12/19,Cat1,11027,4770,589,10904.80286,79709.33143
28/12/19,Cat2,10646,4677,459,29521.14857,99746.97
28/12/19,Cat3,6802,2480,605,147573.2486,259957.4714
28/12/19,Cat4,6007,2169,325,186354.6186,248969.0429
28/12/19,Cat5,19446,9052,984,378316.2443,559958.64
28/12/19,Cat6,1519,550,50.62726367,0,30525.52143
28/12/19,Cat7,15230,8023,856,129422.0086,225000.6471
28/12/19,Cat8,27927,13055,2226,443264.9271,551864.5271
28/12/19,Cat9,1618,480,91,5919.4,61643.78286
28/12/19,Cat10,786,218,37.18286725,0,0
28/12/19,Cat11,24272,11061,1083,22481.85571,91525.84286
29/12/19,Cat1,11159,4766,487,10904.80286,79709.33143
29/12/19,Cat2,10341,4493,410,29521.14857,99746.97
29/12/19,Cat3,6954,2556,522,147573.2486,259957.4714
29/12/19,Cat4,6399,2358,340,186354.6186,248969.0429
29/12/19,Cat5,20527,9243.742555,860,378316.2443,559958.64
29/12/19,Cat6,1530,541,50.62726367,0,30525.52143
29/12/19,Cat7,16046,8072.741656,852,129422.0086,225000.6471
29/12/19,Cat8,28756,13625.95383,2124,443264.9271,551864.5271
29/12/19,Cat9,1734,511,93.99428235,5919.4,61643.78286
29/12/19,Cat10,838,229,30,0,0
29/12/19,Cat11,25824,11663,1136,22481.85571,91525.84286
30/12/19,Cat1,11176,4603,540,288.6428571,35350.56143
30/12/19,Cat2,10435,4615,535,288.6428571,43011.40857
30/12/19,Cat3,6791,2514,686,98104.45571,175698.4871
30/12/19,Cat4,6179,2222,432,32771.04429,83771.49571
30/12/19,Cat5,18668,8311,1047,571897.7471,681631.7257
30/12/19,Cat6,1596,552,50.62726367,0,12001.7
30/12/19,Cat7,15863,8072.741656,982,41535.84714,115410.8771
30/12/19,Cat8,27318,13289,2407,464823.7686,621551.3429
30/12/19,Cat9,1902,545,93,3797.072857,32438.96429
30/12/19,Cat10,882,216,24,0,0
30/12/19,Cat11,23985,10613,1302,10807.89143,87513.06857
31/12/19,Cat1,10485,4409,468,288.6428571,35350.56143
31/12/19,Cat2,10067,4154,487,288.6428571,43011.40857
31/12/19,Cat3,5780,1988,505,98104.45571,175698.4871
31/12/19,Cat4,5144,1754,312,32771.04429,83771.49571
31/12/19,Cat5,15763,6871,776,571897.7471,681631.7257
31/12/19,Cat6,1408,520,50.62726367,0,12001.7
31/12/19,Cat7,13432,7070,786,41535.84714,115410.8771
31/12/19,Cat8,22701,10238,1894,464823.7686,621551.3429
31/12/19,Cat9,1625,525,85,3797.072857,32438.96429
31/12/19,Cat10,752,208,34,0,0
31/12/19,Cat11,21074,9124,976,10807.89143,87513.06857
01/01/20,Cat1,7658,3457,550,288.6428571,35350.56143
01/01/20,Cat2,7545,3277,445,288.6428571,43011.40857
01/01/20,Cat3,4225,1569,366,98104.45571,175698.4871
01/01/20,Cat4,3769,1377,245,32771.04429,83771.49571
01/01/20,Cat5,11960,5481,687,571897.7471,681631.7257
01/01/20,Cat6,786,309,14,0,12001.7
01/01/20,Cat7,8722,4761,721,41535.84714,115410.8771
01/01/20,Cat8,14926,7132,1126,464823.7686,621551.3429
01/01/20,Cat9,861,306,46,3797.072857,32438.96429
01/01/20,Cat10,424,132,11,0,0
01/01/20,Cat11,16309,7401,892,10807.89143,87513.06857
02/01/20,Cat1,11167,4914,541,288.6428571,35350.56143
02/01/20,Cat2,10654,4783,505,288.6428571,43011.40857
02/01/20,Cat3,6217,2191,431,98104.45571,175698.4871
02/01/20,Cat4,5543,1948,325,32771.04429,83771.49571
02/01/20,Cat5,16058,7210,850,571897.7471,681631.7257
02/01/20,Cat6,1186,426,29,0,12001.7
02/01/20,Cat7,12343,6188,705,41535.84714,115410.8771
02/01/20,Cat8,20747,9382,1700,464823.7686,621551.3429
02/01/20,Cat9,1519,488,64,3797.072857,32438.96429
02/01/20,Cat10,608,170,14,0,0
02/01/20,Cat11,22061,9842,1025,10807.89143,87513.06857
03/01/20,Cat1,11522,4992,468,288.6428571,35350.56143
03/01/20,Cat2,10699,4678,475,288.6428571,43011.40857
03/01/20,Cat3,5936,1943,377,98104.45571,175698.4871
03/01/20,Cat4,5178,1705,243,32771.04429,83771.49571
03/01/20,Cat5,14592,6413,646,571897.7471,681631.7257
03/01/20,Cat6,1161,433,24,0,12001.7
03/01/20,Cat7,11640,5593,558,41535.84714,115410.8771
03/01/20,Cat8,20774,8973,1041,464823.7686,621551.3429
03/01/20,Cat9,1390,400,39,3797.072857,32438.96429
03/01/20,Cat10,598,168,12,0,0
03/01/20,Cat11,20558,9035,946,10807.89143,87513.06857
04/01/20,Cat1,11566,5121,509,288.6428571,35350.56143
04/01/20,Cat2,11017,4889,522,288.6428571,43011.40857
04/01/20,Cat3,6108,2243,356,98104.45571,175698.4871
04/01/20,Cat4,5257,1797,274,32771.04429,83771.49571
04/01/20,Cat5,15449,6911,678,571897.7471,681631.7257
04/01/20,Cat6,1036,418,16,0,12001.7
04/01/20,Cat7,12217,6128,588,41535.84714,115410.8771
04/01/20,Cat8,22501,9904,1063,464823.7686,621551.3429
04/01/20,Cat9,1257,369,57,3797.072857,32438.96429
04/01/20,Cat10,576,157,13,0,0
04/01/20,Cat11,21789,9708,1035,10807.89143,87513.06857
05/01/20,Cat1,11004,4886,553,288.6428571,35350.56143
05/01/20,Cat2,10679,4764,467,288.6428571,43011.40857
05/01/20,Cat3,5380,2016,351,98104.45571,175698.4871
05/01/20,Cat4,4746,1696,219,32771.04429,83771.49571
05/01/20,Cat5,14134,6465,587,571897.7471,681631.7257
05/01/20,Cat6,1042,447,22,0,12001.7
05/01/20,Cat7,11794,5933,571,41535.84714,115410.8771
05/01/20,Cat8,21468,9492,950,464823.7686,621551.3429
05/01/20,Cat9,1179,364,60,3797.072857,32438.96429
05/01/20,Cat10,499,135,10,0,0
05/01/20,Cat11,21499,9635,939,10807.89143,87513.06857
06/01/20,Cat1,11494,4924,575,0,21564.86714
06/01/20,Cat2,11409,5059,530,16547.92143,51680.59571
06/01/20,Cat3,5137,1692,393,0,74140.49429
06/01/20,Cat4,4697,1552,277,2963.221429,60350.76
06/01/20,Cat5,13284,5740,682,63416.64,168559.8414
06/01/20,Cat6,1146,451,14,0,4592.172857
06/01/20,Cat7,11938,5969,530,115663.6286,180857.2929
06/01/20,Cat8,21134,9272,1046,267793.9529,476917.2057
06/01/20,Cat9,1375,380,44,1170.937143,18979.83429
06/01/20,Cat10,585,165,15,0,0
06/01/20,Cat11,20108,8827,924,0,79769.66857
07/01/20,Cat1,11583,4985,487,0,21564.86714
07/01/20,Cat2,11778,5281,511,16547.92143,51680.59571
07/01/20,Cat3,5413,1906,329,0,74140.49429
07/01/20,Cat4,5017,1897,282,2963.221429,60350.76
07/01/20,Cat5,13721,5909,655,63416.64,168559.8414
07/01/20,Cat6,1194,448,24,0,4592.172857
07/01/20,Cat7,11674,5731,507,115663.6286,180857.2929
07/01/20,Cat8,21136,9470,1134,267793.9529,476917.2057
07/01/20,Cat9,1401,405,44,1170.937143,18979.83429
07/01/20,Cat10,619,155,12,0,0
07/01/20,Cat11,20598,9135,885,0,79769.66857
08/01/20,Cat1,11699,5072,551,0,21564.86714
08/01/20,Cat2,11967,5308,516,16547.92143,51680.59571
08/01/20,Cat3,5265,1825,354,0,74140.49429
08/01/20,Cat4,5046,1922,237,2963.221429,60350.76
08/01/20,Cat5,13754,5981,680,63416.64,168559.8414
08/01/20,Cat6,1198,423,19,0,4592.172857
08/01/20,Cat7,11357,5458,507,115663.6286,180857.2929
08/01/20,Cat8,20550,9240,1076,267793.9529,476917.2057
08/01/20,Cat9,1467,409,55,1170.937143,18979.83429
08/01/20,Cat10,564,149,21,0,0
08/01/20,Cat11,20397,8932,861,0,79769.66857
09/01/20,Cat1,12536,5357,101.5185794,0,21564.86714
09/01/20,Cat2,12112,5389,99.99408577,16547.92143,51680.59571
09/01/20,Cat3,5490,1857,51.49510944,0,74140.49429
09/01/20,Cat4,5386,1971,98.2055153,2963.221429,60350.76
09/01/20,Cat5,14026,6150,1,63416.64,168559.8414
09/01/20,Cat6,1204,409,0,0,4592.172857
09/01/20,Cat7,11769,5624,0,115663.6286,180857.2929
09/01/20,Cat8,20728,9250,0,267793.9529,476917.2057
09/01/20,Cat9,1469,434,4.390333031,1170.937143,18979.83429
09/01/20,Cat10,638,207,0,0,0
09/01/20,Cat11,20881,9130,0,0,79769.66857
10/01/20,Cat1,12398,5342,101.5185794,0,21564.86714
10/01/20,Cat2,12385,5175,99.99408577,16547.92143,51680.59571
10/01/20,Cat3,5625,2006,51.49510944,0,74140.49429
10/01/20,Cat4,5443,2203,98.2055153,2963.221429,60350.76
10/01/20,Cat5,14601,6204,0,63416.64,168559.8414
10/01/20,Cat6,1262,476,0,0,4592.172857
10/01/20,Cat7,11551,5465,0,115663.6286,180857.2929
10/01/20,Cat8,21310,9398,11,267793.9529,476917.2057
10/01/20,Cat9,1349,363,4.390333031,1170.937143,18979.83429
10/01/20,Cat10,645,166,0,0,0
10/01/20,Cat11,21028,9255,0,0,79769.66857
11/01/20,Cat1,12515,5482,457,0,21564.86714
11/01/20,Cat2,12157,5211,459,16547.92143,51680.59571
11/01/20,Cat3,6224,2076,329,0,74140.49429
11/01/20,Cat4,5649,2070,247,2963.221429,60350.76
11/01/20,Cat5,16414,7259,612,63416.64,168559.8414
11/01/20,Cat6,1144,450,19,0,4592.172857
11/01/20,Cat7,13189,6493,543,115663.6286,180857.2929
11/01/20,Cat8,24560,10999,1043,267793.9529,476917.2057
11/01/20,Cat9,1226,366,56,1170.937143,18979.83429
11/01/20,Cat10,574,172,12,0,0
11/01/20,Cat11,23515,10654,774,0,79769.66857
12/01/20,Cat1,12496,5436,427,0,21564.86714
12/01/20,Cat2,12012,5336,449,16547.92143,51680.59571
12/01/20,Cat3,6037,2082,241,0,74140.49429
12/01/20,Cat4,5585,1920,185,2963.221429,60350.76
12/01/20,Cat5,16343,7165,477,63416.64,168559.8414
12/01/20,Cat6,1172,477,18,0,4592.172857
12/01/20,Cat7,13162,6311,543,115663.6286,180857.2929
12/01/20,Cat8,24376,10764,1007,267793.9529,476917.2057
12/01/20,Cat9,1223,419,45,1170.937143,18979.83429
12/01/20,Cat10,561,138,15,0,0
12/01/20,Cat11,24673,11054,782,0,79769.66857
13/01/20,Cat1,13028,5505,501,0,21564.86714
13/01/20,Cat2,12788,5607,542,16547.92143,51680.59571
13/01/20,Cat3,6049,2080,401,32473.28286,106613.7771
13/01/20,Cat4,5301,1821,278,39443.06143,99671.47143
13/01/20,Cat5,15832,7055,610,199891.2014,306504.5786
13/01/20,Cat6,1352,490,35,0,4592.172857
13/01/20,Cat7,12508,5911,528,58534.11286,123727.7771
13/01/20,Cat8,21285,9130,1151,726928.2414,936051.4943
13/01/20,Cat9,1406,445,51,653.65,18462.54714
13/01/20,Cat10,634,169,13,0,0
13/01/20,Cat11,25310,10371,890,117471.6686,197241.3371
14/01/20,Cat1,12818,5605,521,0,21564.86714
14/01/20,Cat2,12408,5431,539,16547.92143,51680.59571
14/01/20,Cat3,6096,2170,390,32473.28286,106613.7771
14/01/20,Cat4,5486,1900,262,39443.06143,99671.47143
14/01/20,Cat5,16038,7382,648,199891.2014,306504.5786
14/01/20,Cat6,1323,454,7,0,4592.172857
14/01/20,Cat7,11816,5557,485,58534.11286,123727.7771
14/01/20,Cat8,19950,8617,1199,726928.2414,936051.4943
14/01/20,Cat9,1332,434,55,653.65,18462.54714
14/01/20,Cat10,602,179,22,0,0
14/01/20,Cat11,24001,10484,902,117471.6686,197241.3371
15/01/20,Cat1,12521,5358,516,0,21564.86714
15/01/20,Cat2,12572,5508,533,16547.92143,51680.59571
15/01/20,Cat3,6010,2028,388,32473.28286,106613.7771
15/01/20,Cat4,5833,2300,290,39443.06143,99671.47143
15/01/20,Cat5,15503,6847,675,199891.2014,306504.5786
15/01/20,Cat6,1387,542,13,0,4592.172857
15/01/20,Cat7,11202,5215,571,58534.11286,123727.7771
15/01/20,Cat8,19907,8580,1150,726928.2414,936051.4943
15/01/20,Cat9,1376,414,46,653.65,18462.54714
15/01/20,Cat10,651,173,7,0,0
15/01/20,Cat11,23083,10311,1007,117471.6686,197241.3371
16/01/20,Cat1,13135,5645,581,0,21564.86714
16/01/20,Cat2,12594,5426,570,16547.92143,51680.59571
16/01/20,Cat3,6273,2229,365,32473.28286,106613.7771
16/01/20,Cat4,6187,2468,313,39443.06143,99671.47143
16/01/20,Cat5,15775,6874,706,199891.2014,306504.5786
16/01/20,Cat6,1368,470,21,0,4592.172857
16/01/20,Cat7,11727,5517,521,58534.11286,123727.7771
16/01/20,Cat8,20541,9201,1135,726928.2414,936051.4943
16/01/20,Cat9,1395,429,63,653.65,18462.54714
16/01/20,Cat10,658,182,20,0,0
16/01/20,Cat11,23858,10882,924,117471.6686,197241.3371
17/01/20,Cat1,12471,5259,480,0,21564.86714
17/01/20,Cat2,11884,5155,488,16547.92143,51680.59571
17/01/20,Cat3,6328,2187,397,32473.28286,106613.7771
17/01/20,Cat4,6038,2203,249,39443.06143,99671.47143
17/01/20,Cat5,16033,6871,643,199891.2014,306504.5786
17/01/20,Cat6,1251,436,21,0,4592.172857
17/01/20,Cat7,11617,5324,532,58534.11286,123727.7771
17/01/20,Cat8,20448,8941,1086,726928.2414,936051.4943
17/01/20,Cat9,1246,376,33,653.65,18462.54714
17/01/20,Cat10,624,176,14,0,0
17/01/20,Cat11,23942,10778,918,117471.6686,197241.3371
18/01/20,Cat1,12375,5246,526,0,21564.86714
18/01/20,Cat2,11754,4997,418,16547.92143,51680.59571
18/01/20,Cat3,6853,2515,498,32473.28286,106613.7771
18/01/20,Cat4,6370,2283,282,39443.06143,99671.47143
18/01/20,Cat5,18012,7837,616,199891.2014,306504.5786
18/01/20,Cat6,1041,415,17,0,4592.172857
18/01/20,Cat7,11814,5634,669,58534.11286,123727.7771
18/01/20,Cat8,21519,9417,1143,726928.2414,936051.4943
18/01/20,Cat9,1181,370,33,653.65,18462.54714
18/01/20,Cat10,531,141,24,0,0
18/01/20,Cat11,25915,11782,953,117471.6686,197241.3371
19/01/20,Cat1,12138,5097,510,0,21564.86714
19/01/20,Cat2,11637,4954,413,16547.92143,51680.59571
19/01/20,Cat3,6883,2491,416,32473.28286,106613.7771
19/01/20,Cat4,6206,2093,310,39443.06143,99671.47143
19/01/20,Cat5,18514,8144,660,199891.2014,306504.5786
19/01/20,Cat6,1092,454,14,0,4592.172857
19/01/20,Cat7,14383,6807,718,58534.11286,123727.7771
19/01/20,Cat8,27670,11974,1164,726928.2414,936051.4943
19/01/20,Cat9,1245,392,34,653.65,18462.54714
19/01/20,Cat10,542,134,19,0,0
19/01/20,Cat11,27080,12546,953,117471.6686,197241.3371
20/01/20,Cat1,11707,5052,535,0,21564.86714
20/01/20,Cat2,11582,5190,530,16547.92143,51680.59571
20/01/20,Cat3,7444,2668,498,37192.07429,111332.5686
20/01/20,Cat4,6886,2415,291,48951.04143,109179.4514
20/01/20,Cat5,18439,8266,770,184913.6771,291527.0543
20/01/20,Cat6,1230,449,29,0,4592.172857
20/01/20,Cat7,12143,5822,704,4201.954286,69395.61857
20/01/20,Cat8,23203,9892,1224,305038.7371,514161.99
20/01/20,Cat9,1347,413,42,1042.221429,18851.11857
20/01/20,Cat10,604,181,15,0,0
20/01/20,Cat11,26619,12186,985,53564.93571,133334.6043
21/01/20,Cat1,12335,5278,538,0,21564.86714
21/01/20,Cat2,11820,5067,549,16547.92143,51680.59571
21/01/20,Cat3,6726,2356,455,37192.07429,111332.5686
21/01/20,Cat4,6181,2077,299,48951.04143,109179.4514
21/01/20,Cat5,16901,7384,697,184913.6771,291527.0543
21/01/20,Cat6,1234,453,33,0,4592.172857
21/01/20,Cat7,12252,5818,676,4201.954286,69395.61857
21/01/20,Cat8,22000,9393,1233,305038.7371,514161.99
21/01/20,Cat9,1495,421,44,1042.221429,18851.11857
21/01/20,Cat10,583,155,13,0,0
21/01/20,Cat11,24351,10929,989,53564.93571,133334.6043
22/01/20,Cat1,12262,5246,463,0,21564.86714
22/01/20,Cat2,11844,5279,525,16547.92143,51680.59571
22/01/20,Cat3,6654,2410,510,37192.07429,111332.5686
22/01/20,Cat4,5870,2043,311,48951.04143,109179.4514
22/01/20,Cat5,16799,7366,668,184913.6771,291527.0543
22/01/20,Cat6,1284,491,25,0,4592.172857
22/01/20,Cat7,12047,5593,691,4201.954286,69395.61857
22/01/20,Cat8,21460,9200,1095,305038.7371,514161.99
22/01/20,Cat9,1425,421,43,1042.221429,18851.11857
22/01/20,Cat10,608,171,12,0,0
22/01/20,Cat11,23875,10636,912,53564.93571,133334.6043
23/01/20,Cat1,12279,5375,492,0,21564.86714
23/01/20,Cat2,11692,5171,512,16547.92143,51680.59571
23/01/20,Cat3,6455,2161,425,37192.07429,111332.5686
23/01/20,Cat4,5660,1980,328,48951.04143,109179.4514
23/01/20,Cat5,16062,6840,620,184913.6771,291527.0543
23/01/20,Cat6,1451,512,17,0,4592.172857
23/01/20,Cat7,11886,5585,712,4201.954286,69395.61857
23/01/20,Cat8,21918,9379,1175,305038.7371,514161.99
23/01/20,Cat9,1422,399,48,1042.221429,18851.11857
23/01/20,Cat10,629,156,16,0,0
23/01/20,Cat11,23282,10623,964,53564.93571,133334.6043
24/01/20,Cat1,12223,5195,489,0,21564.86714
24/01/20,Cat2,11376,5161,549,16547.92143,51680.59571
24/01/20,Cat3,6354,2138,453,37192.07429,111332.5686
24/01/20,Cat4,5570,1973,313,48951.04143,109179.4514
24/01/20,Cat5,15452,6550,647,184913.6771,291527.0543
24/01/20,Cat6,1291,498,23,0,4592.172857
24/01/20,Cat7,11760,5495,732,4201.954286,69395.61857
